微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
I11wV3WtB,种草使我平静  [组图共6张] 原图 ,"http://ww1.sinaimg.cn/large/93ff78d2gy1g5qelaink2j20rs1z3qpr.jpg,http://ww2.sinaimg.cn/large/93ff78d2gy1g5qelb6mt1j20rs3lyx6p.jpg,http://ww4.sinaimg.cn/large/93ff78d2gy1g5qelc7u1jj22bc3h07wj.jpg,http://ww1.sinaimg.cn/large/93ff78d2gy1g5qeld3zghj22pl1j44qq.jpg,http://ww4.sinaimg.cn/large/93ff78d2gy1g5qela5p2tj20rs0rsarn.jpg,http://ww3.sinaimg.cn/large/93ff78d2gy1g5qeldl0t8j20yi0yik48.jpg",无,无,2019-08-07 00:04,iPhone客户端,2,0,0
EuuCuCoXq,忽然间忙了起来。抱住自己，又是一段漫长孤独的时光。原来亲密温暖的人忽然都失了温度，察觉身边空无一人，手中空无一物。尝试挽留，尝试抓夺，结局狼狈头破血流。这种爱充满惧怕，人的爱，人的信，人的温暖，如同人的生命一样短暂有限。以前我在等，现在觉得他永远不会来了。除了自己，空无一人   爱里没有惧怕，完全的爱把惧怕驱除，因为惧怕含有刑罚，惧怕的人在爱里未得成全。 【约翰一书 4:18】祂对我说，我的恩典彀你用的，因为我的能力，是在人的软弱上显得完全。所以我极其喜欢夸我的软弱，好叫基督的能力覆庇我。 【哥林多后书 12:9】             [组图共2张]      原图                             ,"http://ww2.sinaimg.cn/large/93ff78d2gy1fcicvycfinj20f00b9dh6.jpg,http://ww2.sinaimg.cn/large/93ff78d2gy1fcicvgav06j20zk0qo45a.jpg",无,True,无,无,2017-02-08 00:29,新浪微博4G版,1,1,0
EtS73dA21,今日立春。春风得意马蹄疾   一日看尽长安花  [组图共9张] 原图 ,"http://ww1.sinaimg.cn/large/93ff78d2gy1fcdneyiewej20zk0qo7cu.jpg,http://ww3.sinaimg.cn/large/93ff78d2gy1fcdnezj18sj20zk0qok2g.jpg,http://ww3.sinaimg.cn/large/93ff78d2gy1fcdnf0gji4j20zk0qok28.jpg,http://ww3.sinaimg.cn/large/93ff78d2gy1fcdnf148x1j20zk0qodq2.jpg,http://ww1.sinaimg.cn/large/93ff78d2gy1fcdnf26881j20zk0qowno.jpg,http://ww4.sinaimg.cn/large/93ff78d2gy1fcdnf2yg13j20zk0qon70.jpg,http://ww4.sinaimg.cn/large/93ff78d2gy1fcdnf3hh40j20zk0qoaks.jpg,http://ww1.sinaimg.cn/large/93ff78d2gy1fcdnf3ye5xj20hs0o0mzc.jpg,http://ww4.sinaimg.cn/large/93ff78d2gy1fcdnf4lsq3j21170qowqn.jpg",无,True,无,无,2017-02-03 22:27,新浪微博4G版,3,1,0
EtuZk403X,我在微博买了《功夫瑜伽》的电影票，省了23.4元。 功夫瑜伽  ,无,无,True,无,无,2017-02-01 11:35,微博电影,0,0,0
EqGnKqSfw,忽然感觉内心一片荒芜#梅子鸡之味[电影]#好像《梅子鸡之味》男主教琴老师说的，琴音里缺少了一声叹息。男主找到了后又失去，最后绝食自杀。而我始终抓不住得不到，有些宿命轨迹似乎惊人相似， 这就是为什么神说：     “让死人埋葬他们的死人，你跟从我”（太8:22）     死之坚定、生而为人的微弱、不能承受的生命之轻。                  原图                             ,http://ww1.sinaimg.cn/large/93ff78d2gw1fbpdyp0ck5j20qo0qo7am.jpg,无,True,无,无,2017-01-13 23:04,新浪微博4G版,0,3,1
EoP4kEEvK,苟富贵勿相忘ԅ(¯ㅂ¯ԅ)明天出门浪  原图 ,http://wx3.sinaimg.cn/large/93ff78d2ly1fbb9d3f8vaj20qo0zkq9t.jpg,无,True,无,无,2017-01-01 17:31,新浪微博4G版,3,4,1
EoIb16NEw,此刻想想之前那段低迷和戾气深重，觉得不过尔尔。时间是最好的良药，带来又带走。天生没耐性，却对一些伤口执着不放，管它是疖痂还是以后会不会留疤。所能把握，只有眼前这一小片时光。常常喜乐，不住祷告  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/93ff78d2ly1fbaep8u8v3j20qo119woq.jpg,http://ww2.sinaimg.cn/large/93ff78d2ly1fbaepa9zefj20qo0zkwop.jpg",无,True,无,无,2016-12-31 23:58,新浪微博4G版,1,6,0
EoHE8xx3U,未至，未觉，未新。 秒拍视频 .  ,无,无,True,"http://us.sinaimg.cn/002T0AvWjx077CUH2yVp010401001nRc0k01.mp4?label=mp4_hd&Expires=1574663742&ssig=3ivCTxQhf6&KID=unistore,video",无,2016-12-31 22:37,新浪微博4G版,3,0,0
EnQolxDND,前段时间喜欢上画指甲。以前指甲软留不长，可能上了年纪跟着翅膀一起硬了点。忘了在哪本杂志上看到：不留指甲剪得很短的人，内向软弱，没有攻击性。之前指甲短到跟人打架都吃亏，挠不出一朵花来。但是刮到自己几回，前两天又全剪了。得认怂  [组图共6张] 原图 ,"http://ww1.sinaimg.cn/large/93ff78d2ly1fb3svlulajj20qo0zk44n0.jpg,http://ww1.sinaimg.cn/large/93ff78d2ly1fb3svuhnw8j20qo0zkq8o0.jpg,http://ww3.sinaimg.cn/large/93ff78d2ly1fb3tgz3559j20qo0qo78h0.jpg,http://ww1.sinaimg.cn/large/93ff78d2ly1fb3swgz9qbj20zk0qoqe70.jpg,http://ww2.sinaimg.cn/large/93ff78d2ly1fb3thopgdcj20mi0u0wjl0.jpg,http://ww1.sinaimg.cn/large/93ff78d2ly1fb3t9ffbk6j20dc0hsmy90.jpg",无,True,无,无,2016-12-26 07:02,新浪微博4G版,0,4,0
EnQbZ4uKJ,不舒服，分不清是饿或是疼。订了两人份外卖，是喜欢的平时少买的，吃不到一半想吐。分不清是饱还是疼。明天有课，作业没画多少，练车，备考，淘宝有客询价。一一考虑，一切都有解决的办法。 我没有问题。    躺在床上蒙头睡去，不想出门，连照顾好自己都不想做到。有些人对你说“照顾好自己”不是关心你，而是此话一说以示自己充满人情。而真正不爱惜自己，而不对任何人感到抱歉是也没爱过任何人。到现在失眠是唯一没办法解决的。失去了某种热忱和信心，很废，不是关于大四焦虑或者向别人倾诉，别人笑着打断，一派“你不用多说这个我知道，我也经历过，我当时……”截下你所有话，甚至抢走歪曲，交流就是常让人感到绝望。   八月份在操场认识了凌霄花，好几丛开得蓬勃热烈。那时自己“虽然迷茫，但充满力量”。看书画画，几乎每天跑半小时六七公里，对自己信心十足。凌霄花语“声誉”有人赞她血性之花，宁愿停止生长，也不愿匍匐在地。一切又美又好，或有不足也抱着信心期待。   十月知道了自己大把年纪也会在公共场合失态，成了年像愚蠢的青春期越活越回去。也知道除了孩提还会再经历次次绵绵不绝的涕零。然后日子还是继续，我还是没有任何问题。除了矫情觉得缺失了一部分，像被剪断翅膀，少了一飞冲天的傻气。   《致像树》里写道“我如果爱你，绝不像攀援的凌霄花，借你的高枝炫耀自己”。凌霄花又被定义“攀炎附势”。几天前临摹居廉一幅凌霄花条屏，心情复杂。    “你为什么要管别人怎么说”“不要管别人说什么你是最好的”这种话是最没有用的。我努力解决问题找人努力“Talk to”需要聊聊需要沟通我知道解决方法。也知道“忧愁怖畏自有尽时”，可是“人言可畏。人，言，可畏。”更多时候看起来也是好好的，还跟以前一样，只有入冬雾霾严重没去跑步和失眠多了而已。    神慈爱恩典有余，但认真起来，我爱的这位神，不减一分严肃，真是相当严厉的神。确有放纵，肆意妄为。只是别人更甚，但他们不知道自己在做什么。我太过愚蠢在于明知故犯，这罪更大。    凌霄此花，看起来好的，在高高的地方开得风光无限。羞于承认，恼羞成怒，可能是没被谁好好疼惜过也没有认真去爱过谁。它确实要借高枝“趋炎附势”。    人总归是社会性的，耶稣一句“让死人埋葬他们的死人，你跟从我”，能迈动步子的人屈指可数。不过就是血脉、羁绊、人世烟火、滚滚红尘。一切都没有问题，我没有问题。我照顾好自己只是不想被打扰。不照顾好自己也不会被疼惜，只是给人徒添烦恼。但有时我都不爱他们正如他们也有时不爱我，甚至时不时也自我厌弃，“拥抱有时，不拥抱有时”羞于承认，从来没感受到被谁好好疼惜，是个不可 爱的人    十一月买了空凤，不需要土壤，在空气中生长。我羡慕它不受桎梏，或许它又苦自己无根飘摇。一百种人一万种失意。     这些描述起来太过复杂。一切没有问题，就像一场考试，世间不可废的方圆规矩、时与境与人的羁绊、理智与欲望为方程式代入求解，交出了一份回答。应试的。但自己知道懂了没有，和另一份答案深埋于心。      可能还不够老，不死心。会去表示抗议，哪怕无言以对也要翻个白眼，交白卷0也是成绩      永夜长长。真爱知音摆渡人总是珍贵而稀少，或许这一生都遇不到，连同自己都要丢掉。但看起来都会好好的，没有问题。心血尚温，永不沸腾罢了。某天纵溺于犬马声色或许还会可笑鄙视这番倨傲又龃龉，矛盾重重又不肯认怂。抓住世事飘忽不定，随不了心随时势。“坐下吃喝，起来玩耍，等死罢了”     多么希望像你自由来去12.25-26             [组图共4张]      原图                             ,"http://ww2.sinaimg.cn/large/93ff78d2ly1fb3slpestyj20hs0hndi60.jpg,http://ww3.sinaimg.cn/large/93ff78d2ly1fb3sm3dok4j20zk0qodmc0.jpg,http://ww3.sinaimg.cn/large/93ff78d2ly1fb3smghz4tj21b90qo79i0.jpg,http://ww4.sinaimg.cn/large/93ff78d2ly1fb3smmiae7j20qo0zkaia0.jpg",无,True,无,无,2016-12-26 06:32,新浪微博4G版,0,6,4
Enzr3AuAM,"转发理由:码  
原始用户: 清南师兄
转发内容: 提高你设计审美的那些网站 via@夏至 提高你设计审美的那些网站 via@夏至   ",无,无,False,无,无,2016-12-24 11:52,新浪微博4G版,0,0,0
EmQTYvN6n,所以我劝你，第一要为万人祈求、祷告、代求、感谢；为君王和一切有权位的也该如此，使我们可以十分敬虔庄重的过平静安宁的生活。 提摩太前书 2:1-2掰持不清平静安宁也成为一种奢侈。最近最痛苦莫过于睡不了一个好觉，抓着一个耿耿于怀的过错来掩饰逃避经营自己的生活。《麦克白》：“你不是没有野心，你只是缺失与野心相匹配的奸恶”我们都是被剪去爪牙的，只是时有不甘，忍不住做一做“困兽之斗”。这时什么都不懂，只会跟眼前死磕到底。明白一切大道理，但就是忍不住自己的暴脾气。就想放纵，发泄，痛苦，低迷，颓废，冷硬，无理取闹，无病呻吟……这才是愚蠢的人类。梦想、心愿、期待破碎，虽然没用，总是要哭一哭，以尽哀思。                  原图                             ,http://wx3.sinaimg.cn/large/93ff78d2ly1faw9shmmxdj20qo0hsdhd0.jpg,无,True,无,无,2016-12-19 18:30,新浪微博4G版,3,6,0
EmrQbCiH0,分享图片  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/93ff78d2ly1fat7fh9u7dj20qo1be0zo0.jpg,http://ww1.sinaimg.cn/large/93ff78d2ly1fat7fi8z0tj20qo0zkq730.jpg",无,True,无,无,2016-12-17 02:42,新浪微博4G版,0,7,9
Emdz2fP7u,还是想不通，是不是欠钱的和做错事的人都是大爷？ 一个是“不就借那么点钱至于这么抠门吗？”一个是“不就这点小事，至于那么生气？”#求求你，跟我说句对不起吧#(ಥ_ಥ)  原图 ,http://wx4.sinaimg.cn/large/93ff78d2ly1fargcwokuhj20f008raav0.jpg,无,True,无,无,2016-12-15 14:21,新浪微博4G版,0,5,1
ElZ0rpUfP,梦里我坐在一间屋子的灯下，面前摆着一盘棋，我眼前像蒙了一层雾，看不清棋局，看不清对面与我下棋的人，我心里却知道，是我输了。我脱口而出道：“我又输了，不晓得这辈子能不能赢你一回。”灯花噼剥地响，身侧的窗纸却已隐约透进晨光。对面那人挥手扇息了灯，推开窗扇，晨光乍入。我却眨眼间站到一方院落中。雾气蒙蒙，什么也看不清楚，院落的一切我却似乎了然于胸。我前方该是一方水池，池中的睡莲刚刚长出圆叶，池岸边有几块太湖石，两株芭蕉。池对岸有一个亭子，亭中的石桌上刻着棋盘。这时候应该是春天，木香花的香气在晨雾中沁人心脾，院墙上蜿蜒堆砌的木香花丛一定花满枝头。 　　他就在我身侧站着，我身后，是方才的那扇窗。 我向他道：“晨露薄时，东风正好。”依然瞧不清那人的脸，却知道他定会欣然一笑。花香郁郁，晨风清凉，那雾气却愈来愈浓，我着急看那人的脸，想知道他是谁，他的身影竟完全隐进了雾中，无形可辨，我伸手想拉住他询问，触手握住一角微凉的衣料，猛一凛，醒了。 ——by大风刮过             [组图共9张]      原图                             ,"http://ww1.sinaimg.cn/large/93ff78d2ly1fapnzs79jbj20qo0zkqgd0.jpg,http://ww4.sinaimg.cn/large/93ff78d2ly1fapnzvb7nuj20zk0qo1670.jpg,http://ww1.sinaimg.cn/large/93ff78d2ly1fapnzytkmdj20zk0qo7ji0.jpg,http://ww4.sinaimg.cn/large/93ff78d2ly1fapo03emqvj20qo0zk17s0.jpg,http://ww1.sinaimg.cn/large/93ff78d2ly1fapo05yt9fj20qo0zkgsh0.jpg,http://ww2.sinaimg.cn/large/93ff78d2ly1fapo07vcw0j20qo0zkai60.jpg,http://ww1.sinaimg.cn/large/93ff78d2ly1fapo0w4iqej20qo0zkn3d0.jpg,http://ww4.sinaimg.cn/large/93ff78d2ly1fapo3mocpcj20qo0zkn8h0.jpg,http://ww3.sinaimg.cn/large/93ff78d2ly1fapo3pp9j7j20qo0zkqdo0.jpg",无,True,无,无,2016-12-14 01:18,新浪微博4G版,5,3,4
El12jpoGG,缅甸红花梨。黄杨木和梨木木刻首选#书法篆刻#  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/93ff78d2jw1faibb1lw92j20zk0qon55.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1faibb2vh07j20qo0zkaga.jpg",无,True,无,无,2016-12-07 16:37,新浪微博4G版,1,5,0
EkLyQsAtr,累到疯时谁不妄想“睡觉睡到饱，玩游戏玩到吐”。早上上完课就回笼觉睡了个爽，玩了几小时MC……没夸张，真的要吐，晕3D的恶心头晕真的觉得我妄想成真了，但并不高兴啊_(:з」∠)_好恶心头疼，卸载了吧，可好不容易圈养了几头猪啊摔……  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/93ff78d2jw1fagevj49y3j21be0qo7ga.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1fagevkmtu4j21be0qo13z.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1fagevltk4qj21be0qownw.jpg",无,True,无,无,2016-12-06 01:14,新浪微博4G版,0,1,2
EkpFo7plC,大风越吹我心越荡|ω･｀)都怪灵感来得太快就像一阵风。不说了，该去赶1.9米高大稿，今晚通宵_(:з」∠)_  [组图共4张] 原图 ,"http://ww2.sinaimg.cn/large/93ff78d2jw1fadq8emfj4j20cr0fb77b.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1fadq8hjw66j20qo0wpgqy.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1fadq8fds1uj20gd0ahdhn.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1fadq8gjgm8j20c60ezwh2.jpg",无,True,无,无,2016-12-03 17:29,新浪微博4G版,2,1,2
EjZT9dhwi,十一月三十更名为：有间•工作室 。  [组图共9张] 原图 ,"http://ww2.sinaimg.cn/large/93ff78d2jw1faakdwfga8j20nq0hs445.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1faakdwxt01j20nq0hs79i.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1faakdy6sa1j211d0qon4l.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1faakdzarrpj20zk0qodmv.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1faakdzy8jsj20zk0qon1s.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1faake0kp67j20nq0zkacq.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1faake1c05yj20qo0zkn0q.jpg,http://ww2.sinaimg.cn/large/93ff78d2jw1faakfgrkx9j20zk0qon44.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1faakfi6sgjj20qo0zk48x.jpg",无,True,无,无,2016-11-30 23:52,新浪微博4G版,3,1,0
EjQ9Eg0df,“虽有明智，弗能然也。——《淮南子·览冥》 ” 迷上木章，颜色变化纹理味道都很迷人。今晚的红酸枝料质地均匀，虽然坚硬但走刀流畅。想了许多字“鉴、無、闻”在教室两位同学通今博古畅谈声中刻了“然”字，古往多少大智，不敌“ 神造万物，又将永远安置在世人心里。人并不能参透神从始至终的作为。 传道书 3:11 ”了然于心，不愁不惑时，大概就是真正以马内利了吧             [组图共6张]      原图                             ,"http://ww4.sinaimg.cn/large/93ff78d2jw1fa9d42i2jaj20qo0zkahv.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1fa9d43s8hgj20qo0zkdni.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1fa9d4568bnj20qo0zk11d.jpg,http://ww2.sinaimg.cn/large/93ff78d2jw1fa9d45wkbnj20qo0zkaer.jpg,http://ww2.sinaimg.cn/large/93ff78d2jw1fa9d473glkj20qo0zkn2x.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1fa9d48l8mqj20qo0zk45h.jpg",无,True,无,无,2016-11-29 23:05,新浪微博4G版,1,0,0
EjQ0Adis7,滴胶四层画三层，没有写生凭印象画，拍出来好看点，完成时效果不太满意。每层胶都要干固才能接着画，总之终于画完了，原想保存一盒济南的枫叶银杏，想想顺便纪念八年前第一次养的三条锦鲤：土豆、秋田、波斯。它们埋在我亲手种的桃树下，如今已经开过八年花  [组图共6张] 原图 ,"http://ww3.sinaimg.cn/large/93ff78d2jw1fa9co1db6yj20qo0zkq8r.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1fa9co2cs9gj20qo0zkn2y.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1fa9co3ieulj20zk0qowlf.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1fa9co4txghj20zk0qojzb.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1fa9cupd4yhj20m80go40m.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1fa9cupyqjuj20m80goacp.jpg",无,True,无,无,2016-11-29 22:43,新浪微博4G版,2,0,1
EjHPeaSKR,"转发理由:当前，心上无人。诸事忙完有时惆怅也会想着有个宽厚肩膀。严格来说连个正经初恋都没有，二十几岁来一个人也好好的。有个朋友问“那么多人追为什么还没有男朋友？”我回道：“他还没来而已”。清楚明白“他”应该是什么样，对我来说是锦上添花，是变得更好“一同承受生命之恩”。是得之幸，不得命。 评论配图  
原始用户: 饼饼大战贰狗叽
转发内容: 孙萚这个角色的心路历程是这样的，他第一次遇到徐沨的时候，纯粹觉得是男人就该这样策马扬鞭威风八面（徐沨：等等？），徐沨让人给劈了，他想要学医术，是因为他认为这个时候如果他能奶，说不定就能给奶起来了，这本就过了。只能站在一边眼巴巴的看着简直是奇耻大辱，双修才是爷们的行为。他于学医，不是只为一人，是为孙师和徐沨说过的同样的观点：一件事我能做、我想做、我应做，三个条件都满足，当即刻启程。在东都沦陷之后他奔赴洛阳找徐沨，也没忘记自己首先是一个医者，不知不觉已经做到很好，只是偶尔还有点儿纠结。他对徐沨的感情也体现他这个人想得比较多，常常会自己给自己找困扰。年纪小了三岁，喊不出“沨姐”，不愿意被当成弟弟看待，一直都努力让自己做得更成熟，不想被徐沨看扁。他其实还蛮骄傲的。比起孙萚，徐沨这个人从一开始就对自己选择的道路坚定得多，孙萚潜意识里仰慕的就是这一点。徐沨早就过了拿套路宠一宠就能哄得她忘乎所以的年纪，尊重才是更重要的条件，孙萚要是一上来就说，我心疼你，想保护你，只能换来徐沨大笑三声——不是徐沨不需要疼爱，孙萚看得很透，个中微妙难以言表。画这一对算是我自己心中最理想化的爱情，喜爱、尊重、信任三者缺一不可，而两人各自都有力所能及的一份追求，并引以为傲。我并不喜欢“一个人为了另一个人放弃自己的一切”这种设定，无论男女，很多的事情我一直想表达的就是与男女地位无关，只与心之所向有关。除了画成条漫之外没有建过什么关于设定和没有画进篇章里的细节文字记录，就用这个号写小作文存档吧。                     ",https://ww3.sinaimg.cn/large/93ff78d2jw1fa8cunpkygj20c80cmgmp.jpg,无,False,无,无,2016-11-29 01:53,新浪微博4G版,1,0,0
EizCg30Yo,玲珑骰子安红豆，入骨相思君知否#树脂滴胶#  [组图共9张] 原图 ,"http://ww2.sinaimg.cn/large/93ff78d2jw1f9zqumu3zsj20qo0zk42b.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f9zqurhbwej20qo0zkaed.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1f9zquuf9gsj20zk0qodl2.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f9zqv7vfyhj20qo0zkagr.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f9zqvjb5qrj20qo0zkqb8.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f9zqvoc2ihj20qo0zkahi.jpg,http://ww2.sinaimg.cn/large/93ff78d2jw1f9zqvvedubj20zk0qok2t.jpg,http://ww2.sinaimg.cn/large/93ff78d2jw1f9zqvzehsfj20qo0qon6p.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f9zqw6x9imj20zk0qodr8.jpg",无,True,无,无,2016-11-21 15:08,新浪微博4G版,3,1,2
EidM6v5j2,今天和鹿茸去红叶谷～常玩的基友们忙着考研和吃土不理我，同样吃土的我重操旧业还是不放弃出去浪|ω・）大四济南的最后一年，毕业后谁知道还有没有再来的机会呢🍁 济南·济南红叶谷  显示地图 [组图共9张] 原图 ,"http://ww4.sinaimg.cn/large/93ff78d2jw1f9x2cegjaaj20qo0zkqbt.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f9x2cfp2o5j20qo0zkjzu.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1f9x2chb1clj20qo10mqcc.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f9x2ciwgx8j20zk0qogwz.jpg,http://ww2.sinaimg.cn/large/93ff78d2jw1f9x2ck3zegj20qo0zkgth.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1f9x2cl02u8j20qo0yz7ac.jpg,http://ww2.sinaimg.cn/large/93ff78d2jw1f9x2e78f50j20cs09jmxv.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1f9x2e7igi4j20c80973z4.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1f9x2e81oqoj20fo0dljt2.jpg",无,True,无,济南·济南红叶谷,2016-11-19 07:32,新浪微博4G版,2,0,0
EhPDGvfCK,山工艺。第四个秋天，无数个留影#济南·山东工艺美术学院[地点]##山东工艺美术学院#  [组图共9张] 原图 ,"http://ww2.sinaimg.cn/large/93ff78d2jw1f9u3tmm9gbj20zk0qoasq.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1f9u3tu9xuej20zk0qo7gx.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1f9u3tzkp9xj20zk0qo4c4.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1f9u3u1ezeij20zk0qoqd8.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f9u3u3tahbj20zk0qon4y.jpg,http://ww2.sinaimg.cn/large/93ff78d2jw1f9u3u56kzqj20hs0dcq52.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f9u3u6wbkkj20hs0nqn2o.jpg,http://ww2.sinaimg.cn/large/93ff78d2jw1f9u3u88zrgj20hs0nqte6.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1f9u3u90rfhj20hs0nqwg4.jpg",无,True,无,无,2016-11-16 18:06,新浪微博4G版,5,0,1
Ehh1ujsiB,可能是对生活期望太高。马不停蹄的爱人，源源不断的热忱，趣事不断满座皆欢，畅通无阻的网，胡吃不胖熬夜命长，一学就会一做就对……可是消纵易逝捉摸不住和还没有遇到，心肺肝肠打着千千结，像满是疖痂最丑的那一种树。病变、疮伤、癭瘤遍身，每个剖面都是满目苍痍。也是最坚硬最难切割的部分，不容妥协冥顽不灵。 是久病成良医，是灰心丧志，又不得不由着生活由着世界不可废的方圆规矩，往终点走去。但依旧相信爱，诚挚，也愿意温柔。来人间一趟，至少看看太阳，和心上人走在大街上。【我的痛苦，为何长久不止？我的伤痕，为何无法医治，不能痊愈？难道你待我像诡诈的河，像不可靠的水么？ 耶利米书 15:18 耶和华如此说，你若归回，我就将你带回，使你站在我面前；你若将宝贵的从低贱的分别出来，你就可以作我的口；他们必归向你，你却不归向他们。 耶利米书 15:19】             [组图共6张]      原图                             ,"http://ww3.sinaimg.cn/large/93ff78d2jw1f9pu9z1h8ij20j60csn0a.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1f9pu7kixp9j20hs0dcta6.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f9pua1vi05j20j60fd0vy.jpg,http://ww3.sinaimg.cn/large/93ff78d2jw1f9pu7k0du5j20c60aotaf.jpg,http://ww4.sinaimg.cn/large/93ff78d2jw1f9pua2hwx0j20p00go3zq.jpg,http://ww1.sinaimg.cn/large/93ff78d2jw1f9pua0gsxsj20j60c5wg7.jpg",无,True,无,无,2016-11-13 01:58,新浪微博4G版,1,0,0
